CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,salary
7.7,0,1,0,71,3.5,0,0,56,65,0,
8.6,0,2,2,81,4.4,1,1,82,83,1,
8.2,1,3,0,89,4.8,1,1,80,88,0,
8.6,2,3,2,87,4.8,1,1,81,88,1,
7.5,2,2,0,72,4.5,1,1,72,70,0,
7.2,1,1,1,79,4.3,0,0,55,75,0,
8.4,0,0,2,90,4.8,1,1,81,84,1,
8.3,2,3,2,88,4.8,1,1,68,82,1,
6.8,0,1,0,71,3.3,0,0,57,59,1,
7.9,1,3,0,84,4.7,1,1,70,85,1,
8.1,1,3,2,90,4.7,1,1,85,83,1,
6.5,0,1,1,64,4.1,0,0,63,69,0,
7.7,1,3,0,78,4.4,1,0,55,62,0,
8.4,1,2,0,85,4.4,1,1,79,86,1,
8.1,1,3,0,88,4,1,1,76,66,1,
7.4,1,1,1,71,4.3,0,1,55,73,0,
7.4,1,2,0,80,4.6,0,1,76,71,1,
8.6,2,3,2,90,4.8,1,1,81,81,1,
7.6,1,1,0,79,4.8,0,1,69,71,0,
7.3,1,1,0,75,4.4,0,0,55,67,0,
7.5,0,2,0,79,3.7,0,0,78,85,1,
7.7,0,3,1,84,4.2,1,0,67,85,0,
7.6,1,1,1,74,4.6,1,1,72,84,0,
8.3,0,3,0,88,4.7,1,1,73,74,1,
6.6,1,2,0,70,4.1,1,1,55,62,0,
7.6,1,3,2,89,4.8,1,1,83,72,1,
7.8,2,3,2,86,4.8,0,1,85,84,1,
7.7,1,3,2,90,4.4,1,1,69,86,1,
7.9,1,3,1,76,3.8,1,0,68,65,0,
7.6,1,2,1,65,4.2,0,1,62,62,0,
7.6,1,2,0,86,4.8,0,1,68,65,1,
8.1,0,3,1,80,4.6,1,1,80,81,1,
7.6,1,2,1,79,4.8,1,1,77,85,0,
7.7,1,2,1,61,4,0,0,55,66,0,
8,2,3,0,89,4.5,1,1,76,84,1,
7.7,1,2,0,78,3.8,0,1,61,70,0,
7.6,0,1,1,61,3.4,0,1,55,72,0,
7.7,1,1,2,72,3.7,1,1,75,73,0,
8.1,2,3,2,90,4.7,1,1,75,86,1,
7.9,1,1,0,71,4.4,0,1,79,71,0,
6.5,1,2,1,64,3.7,0,1,55,69,0,
8.1,2,3,2,90,4.8,1,1,82,81,1,
6.6,2,2,0,73,4.1,0,0,59,68,0,
8.1,2,3,2,88,4.5,1,1,79,87,0,
7.4,1,2,0,69,3.8,0,0,55,64,0,
6.5,1,1,0,71,4.2,1,1,55,75,0,
7.9,1,3,1,77,4.1,1,1,78,69,0,
8.1,1,3,0,78,4,1,1,66,82,0,
8.4,2,3,2,89,4.6,1,1,87,84,1,
7.8,1,1,0,77,4,1,1,83,66,1,
8.4,0,3,2,81,4.8,1,0,77,84,1,
8.7,1,2,0,80,4.5,1,1,55,64,1,
7.4,1,3,1,81,4.4,0,1,70,67,0,
7.5,1,2,1,81,4.2,0,1,61,68,0,
8.2,2,3,0,88,4,1,1,75,75,1,
8.4,2,3,2,87,4.8,1,0,87,87,1,
8.7,2,3,2,83,4,1,1,77,83,1,
7.7,1,2,0,88,4.1,1,1,55,64,0,
7.6,1,2,0,81,4.7,1,1,74,85,0,
8.5,2,3,2,90,4.8,0,1,90,83,1,
7.9,2,2,2,90,4.8,1,0,83,82,1,
6.6,1,1,1,80,3.9,1,1,84,81,0,
7.8,2,3,2,85,4.6,1,1,74,87,0,
8.1,2,3,0,77,4.8,1,1,80,71,1,
7.2,1,2,1,74,3.7,0,0,55,72,0,
6.5,1,3,3,84,4.5,0,1,76,72,0,
8.2,2,2,1,74,4.2,0,1,76,69,1,
8,1,3,2,90,4.8,1,1,80,84,1,
7.7,1,3,0,85,4.8,1,0,68,87,1,
8.2,1,3,0,87,3.7,1,1,74,88,1,
8.5,2,3,2,90,4.8,1,1,85,87,1,
7.4,1,1,0,62,4.1,0,0,75,66,0,
6.8,1,2,1,71,4.7,1,1,55,58,0,
8.1,1,3,2,90,4.8,1,1,83,88,1,
7.4,1,2,0,82,4.3,0,1,60,66,0,
7.5,1,3,0,90,4.3,1,1,78,83,1,
6.5,1,1,0,77,4.2,0,1,55,74,0,
6.6,1,1,2,76,4,1,1,71,85,0,
7.8,1,1,1,65,3.7,0,0,55,64,0,
7.9,1,3,2,82,4.4,1,1,70,86,0,
6.8,1,1,1,80,4.3,1,1,55,66,1,
7.6,1,2,2,75,4.6,0,0,61,64,0,
8.7,2,3,2,85,4.4,1,1,81,84,1,
8.6,1,3,2,90,4.8,1,1,70,88,1,
7.6,0,1,1,73,3.3,0,0,56,62,0,
7.9,0,3,2,88,4.6,1,1,70,80,0,
8.2,1,1,1,76,4.1,0,0,58,80,0,
7.2,1,1,1,68,3.4,0,0,55,63,0,
8.3,2,3,2,68,3.9,1,0,77,84,1,
7.6,1,2,2,82,4.8,1,1,64,80,0,
8.6,2,3,2,90,4.8,1,1,84,79,1,
8.1,0,1,0,83,4.3,1,1,68,71,1,
7.6,1,1,0,63,4.3,1,0,59,60,0,
8.4,1,1,0,78,4.3,1,1,55,69,1,
7.8,2,3,2,85,4.7,1,1,87,85,1,
8.6,2,3,2,90,4.8,1,1,71,88,1,
7.6,1,2,0,79,4.2,0,0,55,84,0,
8.4,2,3,2,85,4.7,1,1,87,85,0,
7.4,0,2,0,73,3.7,0,1,55,71,0,
7.4,2,2,0,68,3.8,0,1,55,66,0,
7.1,2,1,3,71,4.8,1,0,72,71,0,
8.1,1,1,0,69,4.8,0,0,63,70,0,
7.8,1,3,0,89,4,0,1,72,84,1,
6.6,1,1,0,81,4.4,1,1,74,75,0,
6.7,1,2,0,89,4.7,0,1,55,82,0,
8.5,2,3,0,85,4.7,1,1,73,85,0,
6.5,0,3,1,75,4.3,0,0,69,62,1,
8.2,1,2,1,71,3.7,0,1,78,72,0,
7,1,2,0,67,3.5,0,1,55,63,0,
7.4,0,1,0,72,3.7,1,0,68,74,0,
7.8,1,2,2,90,4.3,1,1,75,64,0,
6.7,1,1,0,75,3.1,1,1,55,67,0,
7.6,1,3,0,87,4.4,1,1,80,88,0,
8.7,0,2,2,84,4.5,1,1,83,84,0,
8.3,2,3,0,82,3.5,1,0,82,80,0,
7.2,1,2,1,77,4.1,0,1,55,64,0,
7.7,1,3,0,76,4.5,1,0,69,64,1,
6.5,1,1,1,62,4,0,0,55,60,0,
7.4,1,2,0,69,3.6,0,0,69,68,0,
8,0,3,1,90,4.8,1,1,74,88,0,
8.5,2,2,2,81,4.8,1,1,79,88,1,
7.6,1,3,2,88,4.5,1,1,75,84,1,
8.2,0,1,0,88,4,0,0,76,60,0,
7.2,1,1,0,66,3.9,1,0,61,67,0,
7.9,2,1,0,81,3.7,1,1,79,66,1,
7.6,1,3,1,73,4.3,1,1,77,72,0,
7.5,1,3,0,78,3.6,0,1,72,84,0,
8.4,1,3,0,82,4.3,1,1,74,68,1,
7.7,1,1,0,78,4.4,0,1,82,81,0,
6.5,0,2,2,88,4.6,0,1,71,72,0,
6.8,1,2,0,78,4.3,1,1,75,71,1,
8,1,3,2,79,4.6,1,1,68,87,1,
6.6,0,3,0,87,4.6,1,1,77,77,1,
7.5,1,2,1,72,4.5,1,1,78,81,0,
8.2,2,2,2,80,4.5,1,1,80,85,1,
7.5,1,2,1,72,4.4,0,1,58,68,0,
8.2,2,3,2,90,4.8,1,1,83,87,1,
6.6,2,2,1,61,3.5,0,1,55,69,0,
7.4,1,2,1,68,4.2,0,1,57,64,0,
8.3,2,3,0,80,4.2,0,0,87,68,0,
8.1,2,3,2,89,4.8,1,1,87,87,1,
8.2,2,3,2,88,4.8,1,1,67,86,0,
6.5,1,1,0,79,4,1,1,79,74,0,
8.7,1,2,0,74,4.8,0,0,74,83,0,
8.6,2,3,1,85,4.3,1,1,79,80,1,
7.2,2,3,2,84,4,0,0,77,81,1,
8.2,1,3,2,90,4.8,1,1,85,88,1,
7.6,0,1,2,79,4.8,1,1,56,85,1,
7.7,2,2,2,85,4.3,1,1,82,84,1,
8.6,1,1,0,65,3.7,1,0,69,62,0,
7.9,2,3,2,85,4.7,1,1,90,84,1,
7.5,1,1,0,65,3.9,0,1,58,69,0,
8,2,2,2,89,4.2,1,1,82,84,1,
7.6,1,1,0,77,4.5,1,1,70,71,0,
8.3,0,2,0,78,4.5,0,1,78,66,1,
8.4,2,3,2,90,4.8,1,1,75,88,1,
6.5,0,1,2,76,4.1,1,1,79,65,0,
8.1,1,1,3,75,4,0,0,55,66,0,
8.4,2,3,2,90,4.8,1,1,84,79,1,
7.8,0,2,1,79,4.7,0,1,56,72,0,
8.5,1,3,2,90,4.8,1,1,75,86,0,
6.5,1,1,1,83,4.4,0,0,55,74,0,
7.8,1,1,1,77,4.5,0,0,56,68,0,
6.7,1,2,1,82,4.3,1,1,77,80,1,
6.5,0,2,0,77,4.4,0,1,68,84,0,
8,2,1,2,88,3.8,1,0,82,82,0,
7.5,1,1,0,75,4.1,1,1,61,70,0,
6.5,2,1,0,60,4.5,0,0,67,72,0,
7.5,1,3,0,83,4.1,1,1,78,81,1,
6.5,2,1,1,82,4.8,0,1,75,71,0,
8.5,2,3,2,84,4.6,1,1,85,82,1,
6.8,0,1,0,75,4.7,0,1,57,62,0,
8.5,2,3,0,89,4.2,1,1,78,87,1,
7.7,1,2,2,61,3.8,1,1,72,61,0,
7.2,1,1,0,72,4.1,0,1,55,73,0,
6.5,0,1,0,66,3.5,0,0,55,67,0,
7.6,1,2,1,79,4.5,0,1,55,68,0,
7.5,1,1,0,68,3.6,0,1,69,62,0,
7,1,1,1,74,4.4,0,1,64,61,0,
8.4,2,3,0,85,4.6,1,1,81,72,0,
8.4,1,2,2,79,4.8,1,1,61,81,0,
7.7,0,3,2,86,4.7,1,1,78,84,1,
8.3,1,1,0,75,4.2,1,1,86,86,1,
8.8,1,2,2,77,4.3,1,1,74,79,1,
6.5,1,3,0,90,4.6,1,1,84,80,1,
7.6,2,1,0,73,4,0,1,82,75,1,
6.5,1,1,0,72,4.5,0,0,55,66,0,
7.5,0,1,0,76,4.4,0,0,63,70,0,
7.6,1,1,1,72,4.6,1,1,56,66,1,
8.2,1,2,0,78,3.8,0,1,55,80,0,
6.6,1,2,0,78,4.7,0,1,55,65,0,
7.5,1,1,0,69,3.8,0,1,62,60,0,
8.1,0,3,1,86,4.7,1,1,63,79,1,
8.2,1,3,2,90,4.8,1,1,85,77,1,
8.7,2,3,2,90,4.7,1,1,70,87,1,
8,1,3,2,77,4.5,1,0,78,77,0,
7.5,1,2,1,75,3.7,0,1,56,68,0,
6.6,1,1,0,70,4.5,0,0,59,68,0,
8.2,1,2,2,88,4.4,1,1,81,85,1,
8.5,2,3,2,89,4.8,1,1,81,78,1,
8.6,1,3,2,76,4,0,0,71,88,0,
8.4,1,3,2,72,4.6,1,0,70,70,1,
7.6,1,3,1,73,4.1,0,1,80,70,0,
8.4,1,3,2,90,4.8,1,1,69,87,1,
8.3,2,3,2,88,4.8,1,1,87,88,1,
8.4,2,3,2,88,4.5,1,1,90,79,1,
8.7,2,3,2,83,4.8,1,1,79,86,1,
7.6,1,2,0,76,4,0,0,62,61,0,
8.4,1,3,0,89,4.8,1,1,79,84,1,
8.3,2,3,2,90,4.8,1,1,80,86,1,
6.5,1,1,0,85,4.6,0,1,59,65,0,
6.9,0,2,1,71,3.2,0,0,55,65,0,
8.1,1,2,1,73,4.2,0,1,83,87,0,
7.7,1,2,0,80,4.6,0,1,57,68,0,
7.2,0,1,0,75,3.5,0,0,55,74,0,
8.3,1,1,2,74,4.1,1,1,55,66,0,
8.3,2,3,0,86,4.7,1,1,76,84,1,
8.2,2,3,3,88,4.8,1,1,74,86,1,
8.4,1,2,0,79,4.3,1,1,70,74,1,
7.4,1,2,1,78,4.6,0,1,67,68,0,
7.9,1,2,2,84,4.6,0,1,67,64,0,
7.7,2,3,2,90,4.8,1,1,88,85,1,
7.7,1,2,2,78,3.8,1,0,63,67,0,
8.7,0,2,1,80,4.8,1,1,82,79,1,
6.8,0,2,1,65,4.8,0,1,55,71,0,
7.8,2,3,2,82,4.6,0,1,86,81,1,
7.8,2,3,2,90,4.8,1,1,85,85,1,
7.7,1,1,0,72,4.4,0,0,72,69,0,
8.2,2,2,2,70,4.2,1,0,56,71,0,
8.9,0,3,3,87,4.8,1,1,73,88,1,
7.5,1,2,1,76,3.8,0,1,55,75,0,
8.3,1,3,2,82,4.8,1,1,81,83,1,
8,1,3,2,90,4.4,1,1,72,82,1,
6.6,0,1,1,69,4.2,0,0,55,68,0,
8.2,2,3,2,86,4.4,1,1,79,85,1,
7.6,0,1,2,75,4.5,0,0,80,66,0,
6.6,0,2,0,64,3.3,0,1,57,65,0,
7.4,1,1,0,77,4,0,0,71,67,0,
6.6,2,3,0,73,4.5,1,1,75,72,0,
7.5,1,3,2,90,4.8,1,1,71,84,1,
7.3,1,1,1,83,3.8,0,1,56,68,0,
6.6,0,2,1,63,4.1,0,0,57,62,0,
7.7,0,1,0,82,4.1,0,0,58,71,0,
7.7,0,1,1,87,3.9,1,0,75,82,0,
7.6,2,2,1,88,4.8,1,1,83,86,0,
6.5,1,1,0,77,3.6,1,1,60,74,0,
6.5,1,2,1,89,4,0,1,55,67,0,
8.3,1,3,1,73,4.7,1,0,71,65,0,
8.5,1,3,1,84,3.9,1,1,72,82,1,
7.4,1,1,0,77,3.6,0,1,73,78,0,
6.6,1,3,2,89,4.5,1,1,71,88,1,
7.6,1,1,1,71,4.2,1,1,63,63,0,
6.7,0,1,0,74,4.1,1,1,60,64,0,
7.6,0,1,2,75,4.2,1,0,77,83,0,
7.5,1,1,0,66,3.7,0,0,60,68,0,
6.5,1,1,0,74,4.2,0,1,55,78,0,
8.1,1,2,0,74,4.7,1,1,61,69,0,
7.5,1,3,0,77,4,1,1,55,65,0,
7.3,1,1,0,78,3.1,0,0,63,62,0,
8,1,3,2,89,4.3,1,1,84,88,1,
8.3,1,1,0,81,4.5,1,0,80,68,1,
6.5,1,1,1,85,4.8,0,1,55,61,0,
7.9,1,3,2,90,4.8,1,0,84,88,1,
8.8,2,3,3,90,4.8,1,1,73,87,1,
6.5,1,1,1,81,4.7,0,1,62,63,0,
7.5,0,1,0,88,4.7,0,0,61,60,0,
8.3,2,2,0,89,4.8,1,1,79,82,0,
7.4,1,1,1,60,4.3,1,1,80,75,0,
6.5,1,3,1,79,4.2,1,1,56,65,0,
8.3,1,2,0,82,4.5,1,1,71,67,1,
8.7,1,3,2,85,4.8,1,1,75,85,1,
8.1,1,1,2,68,3.2,0,1,55,70,0,
7.7,1,1,1,79,3.7,0,1,59,63,0,
8.2,2,3,2,90,4.8,1,1,90,84,1,
6.8,2,3,0,82,4.7,1,1,86,81,1,
7.4,1,1,0,77,3.8,0,0,55,65,0,
7.6,2,2,0,74,4,0,1,62,83,1,
7.7,0,1,0,66,3.7,0,0,55,70,0,
8.5,0,3,2,76,4.8,1,0,74,81,1,
8.6,2,3,1,90,4.8,1,1,75,83,1,
7.5,1,1,1,73,3.5,0,1,58,69,0,
8.6,2,3,2,90,4.6,1,1,76,85,1,
8.5,1,3,0,88,4.8,1,1,82,65,1,
7.4,1,2,0,76,4.5,0,1,55,72,0,
8.4,1,3,2,76,4.5,1,1,82,83,1,
7.4,2,3,1,77,4.4,1,1,78,65,0,
8.3,0,3,2,88,4.8,1,1,74,72,1,
8.1,0,2,0,84,4.7,0,1,61,69,0,
8.5,2,3,2,71,4.6,1,1,74,83,1,
8.3,0,2,2,81,4.4,1,0,68,87,1,
8.2,2,1,1,90,4,0,1,55,66,0,
6.7,0,2,1,69,4.4,1,1,55,72,0,
6.6,1,1,0,74,4.6,0,1,55,75,0,
8.7,2,3,2,90,4.7,1,1,77,88,1,
9,2,3,2,90,4.8,1,1,73,86,1,
7,1,1,0,72,4.5,0,1,71,65,0,
7.2,1,3,1,71,4.4,1,1,58,68,0,
8.1,0,3,0,86,3.7,1,1,90,85,1,
7.7,1,2,2,78,4.3,1,1,79,81,1,
7.4,1,2,2,66,4.4,0,1,61,85,0,
8.2,1,2,1,86,4.5,1,1,74,83,1,
8.1,1,2,2,74,4.4,1,1,79,86,1,
7.4,1,1,0,69,4,0,1,64,74,0,
7.5,0,2,2,73,4.8,1,1,64,83,1,
8.2,2,3,2,90,4.8,1,1,85,85,1,
6.5,1,3,2,71,4.2,0,0,80,88,0,
7.6,1,1,0,69,3.9,0,1,64,62,0,
8.1,1,3,2,89,4.6,1,1,75,80,1,
7.7,1,1,0,82,4.5,1,1,55,84,0,
8.2,2,3,3,90,4.5,1,1,80,86,0,
7.8,2,3,2,90,4.8,1,1,81,84,1,
8.2,0,1,2,81,4.2,1,1,69,67,0,
8.3,1,3,2,90,4.8,1,1,84,83,1,
7.8,1,1,1,70,4.1,0,1,79,66,0,
6.9,2,2,2,72,3.7,1,1,58,71,0,
7.9,1,3,2,90,4.4,1,1,80,84,1,
7.5,1,2,1,65,4.1,0,0,68,73,0,
6.5,1,2,1,68,4.8,0,0,55,68,0,
8.2,1,1,2,76,4.5,1,1,58,81,1,
7.9,2,3,2,87,4.8,1,1,83,69,1,
7.2,1,2,2,82,4.5,1,0,55,61,0,
8.8,2,3,2,90,4.8,1,1,73,80,1,
8,1,0,2,79,4.4,1,1,73,84,1,
7.7,1,0,0,75,3.6,1,1,55,82,1,
8.4,2,3,2,90,4.8,1,1,84,83,1,
8.6,2,3,2,90,4.8,1,1,85,82,1,
7,1,2,0,69,4.7,0,1,57,65,1,
8.9,2,3,2,90,4.8,1,1,82,87,1,
8.2,2,1,3,88,4.2,1,1,61,86,1,
7.8,0,3,0,83,4.4,1,1,81,73,0,
8.5,0,3,0,84,4.5,1,1,73,65,1,
8,2,3,2,90,4.8,1,1,77,82,1,
7.2,0,1,0,73,4.4,0,1,86,76,0,
6.5,1,2,0,66,4.2,0,1,59,64,0,
8,2,1,0,78,4.6,0,0,63,71,1,
6.5,1,1,0,72,4.8,0,0,68,70,0,
7.3,1,3,0,77,4.5,1,1,55,66,0,
8.3,2,3,2,90,4.8,1,1,81,87,1,
7.5,0,1,1,70,4.5,0,1,55,64,0,
7.7,0,3,0,84,4.3,1,1,81,67,1,
8,2,3,2,90,4.6,1,1,77,84,1,
7.4,1,2,1,68,3.6,0,0,55,64,0,
8.3,2,3,0,90,4.8,1,1,77,83,1,
6.5,1,3,2,77,4.2,1,1,78,81,0,
8.7,1,3,3,88,3.8,1,1,68,82,0,
8.4,2,3,2,90,4.8,1,1,85,88,1,
7.7,2,1,0,83,4.6,0,1,63,64,0,
7.6,0,1,1,70,3.9,0,1,61,71,0,
7.7,1,1,0,71,4.1,1,1,75,70,0,
7.6,1,1,1,77,4,0,1,55,65,0,
7.4,1,1,1,78,3.7,0,1,55,64,1,
7.5,1,1,1,75,4,0,0,55,74,0,
7.5,1,1,1,77,4.5,1,0,76,68,0,
7.2,1,1,1,72,4.5,1,1,61,73,0,
7.1,0,1,0,87,4.4,0,1,75,65,1,
7.1,0,3,0,80,4.4,1,0,80,83,1,
7.6,1,2,2,76,4.8,1,1,68,85,0,
7.6,2,2,1,88,4.6,1,1,79,86,0,
7.5,0,2,1,77,3.8,1,1,75,73,0,
7.3,1,1,1,72,3.5,0,1,55,67,0,
8.2,1,1,2,82,4.8,1,1,78,82,1,
8.5,2,3,2,79,4.8,0,0,72,69,0,
8.2,1,2,0,67,4.1,0,1,56,78,0,
8.3,0,2,1,89,4.7,0,1,56,69,1,
8.3,2,3,2,90,4.8,1,1,87,76,1,
8.6,1,2,2,78,4.8,1,1,84,87,1,
7.7,1,3,3,84,4.7,1,1,78,73,0,
8,0,3,0,76,3.6,1,1,83,71,0,
7.4,1,2,2,78,4.7,0,1,70,70,1,
7.5,1,2,2,89,4.8,1,1,78,75,1,
7.6,1,3,2,84,4.6,1,1,67,86,1,
6.7,1,2,1,89,4.4,0,1,65,58,0,
8.8,2,3,0,88,4.7,0,1,58,87,1,
6.5,0,2,0,74,3.5,0,0,61,61,0,
8.2,1,1,0,71,4,0,1,56,66,0,
7.7,1,3,1,71,4.6,1,0,55,72,0,
7.5,1,1,0,72,4.4,1,1,55,61,1,
8.4,1,1,0,72,3.8,0,0,59,62,0,
8,1,1,1,77,4.7,0,1,55,71,0,
7.5,0,3,1,65,4.2,0,0,58,67,0,
8.6,1,3,0,82,4.3,1,1,71,82,1,
8.6,1,3,0,88,4.5,1,1,78,67,0,
6.6,1,3,1,70,4.7,1,1,55,62,1,
6.9,2,3,0,86,4.6,0,1,70,85,0,
7.4,1,2,0,71,3.7,0,1,55,62,0,
8.2,1,2,1,77,3.7,1,1,75,83,1,
7.6,1,2,1,77,4.4,0,1,55,68,0,
8.1,1,3,2,75,3.9,1,1,74,83,0,
8.2,1,1,2,72,4.1,0,1,79,69,0,
8,2,3,2,79,4.8,0,0,74,79,1,
7.5,2,2,2,90,4.3,1,1,85,83,1,
7.9,1,1,0,80,4.4,1,1,74,86,0,
6.7,0,1,0,75,4.2,0,0,60,81,0,
7.6,1,2,1,86,4.8,1,1,72,81,1,
7.7,2,1,0,68,4.6,0,0,65,62,0,
8.5,1,3,0,85,4.8,1,1,79,81,1,
6.6,1,1,0,69,3.8,0,1,61,64,0,
7,1,3,2,85,4.3,0,1,74,72,1,
8.2,1,2,2,84,4.5,1,1,68,63,1,
6.5,1,3,2,84,4.7,0,0,58,69,0,
8,0,2,2,87,4.7,1,0,72,83,0,
7,0,1,1,85,4.8,1,0,55,63,0,
8,0,1,0,75,3.8,1,0,57,64,0,
7.7,1,2,1,70,4,1,1,55,67,0,
8,1,3,2,77,4.5,1,1,79,71,0,
7.6,1,3,1,65,3.7,0,0,56,59,0,
8.4,2,3,2,89,3.9,1,1,74,83,1,
8.4,1,3,2,79,4.5,1,1,86,87,1,
7.3,0,1,1,75,3.2,0,1,56,63,0,
8.1,2,3,2,90,4.8,1,1,90,83,1,
6.6,1,2,1,64,3.5,0,1,62,66,0,
8.3,1,2,3,82,3.7,0,1,69,84,0,
7.5,0,1,0,79,3.6,0,1,77,72,0,
8.2,0,3,2,89,4.3,1,0,85,84,1,
7.6,1,1,2,75,4.8,0,1,60,68,0,
7.5,1,3,2,88,4.8,1,1,81,77,1,
8.5,2,3,2,90,4.7,1,1,73,85,1,
8.5,1,1,2,87,4.5,1,1,67,67,1,
8.3,2,3,1,90,4.8,1,1,69,83,1,
7.4,1,2,0,68,3.8,0,1,57,65,0,
7.1,2,2,1,84,3.9,0,0,59,68,0,
7.5,1,1,1,80,4.2,0,0,55,62,0,
8.5,2,3,2,90,4.7,1,1,86,80,1,
8.2,1,3,0,85,4.4,1,0,65,66,0,
7.8,1,3,1,85,4.5,1,1,87,83,1,
7.1,0,3,2,74,4.5,1,1,59,79,0,
8.7,1,3,2,85,4.1,1,1,83,86,0,
8.1,1,3,2,90,4.8,1,1,78,86,1,
7.5,1,1,1,78,4.2,0,0,76,69,0,
6.6,0,1,0,81,4.5,1,1,58,86,0,
7.8,0,3,3,85,4.8,1,1,80,81,1,
8.7,1,2,2,73,4.4,0,1,72,68,0,
8.3,1,3,0,68,4.6,1,1,78,73,1,
6.5,1,2,2,90,4.8,0,1,70,68,0,
7.4,1,3,0,71,4.4,0,1,84,64,1,
7.9,2,3,2,80,4.4,1,1,84,81,1,
7.8,1,2,0,82,4.2,0,0,63,72,0,
8.2,1,1,0,88,3.9,0,1,66,64,0,
8.4,0,3,2,87,4.2,1,1,80,84,1,
6.7,1,2,0,78,4.6,0,1,73,67,1,
8.1,0,2,0,81,4.5,1,1,80,83,0,
8.4,0,2,2,80,3.9,1,1,76,80,1,
8.7,2,3,2,89,4.7,1,1,70,63,1,
8,1,1,1,82,4,0,0,55,74,0,
8,1,3,2,90,4.3,1,1,66,85,1,
7.8,1,3,2,87,4.8,1,1,67,88,1,
7.7,0,2,2,69,4.4,1,1,82,84,0,
8.1,2,3,2,90,4.8,1,1,81,86,1,
8.3,2,3,0,86,4.7,1,1,81,71,1,
7.4,1,3,0,78,4.2,0,1,71,67,1,
8.4,1,1,3,83,4.6,1,0,74,62,0,
7.9,1,2,1,64,4.2,0,1,60,58,0,
8.5,1,2,0,70,3.9,1,1,81,83,1,
8.5,1,3,2,90,4.8,1,1,82,86,1,
8.4,1,3,2,85,4.8,1,1,82,76,1,
7.4,1,3,2,70,4.4,0,0,58,70,0,
7.4,1,2,1,84,4.4,0,1,81,62,0,
6.5,0,3,1,70,3.3,1,1,68,66,1,
8,1,1,0,81,4.2,1,1,72,70,0,
6.6,1,2,1,66,4.6,1,0,57,70,0,
8.5,0,3,0,90,4.5,1,1,55,62,1,
6.8,0,1,2,71,4.2,0,0,70,62,0,
7.5,1,1,1,78,4.4,0,1,55,69,0,
7.8,0,2,0,78,4.4,0,1,59,64,1,
6.6,0,2,0,83,4.8,1,1,82,88,1,
7.6,1,3,2,77,4.4,0,1,55,71,1,
6.5,1,1,0,68,4.8,0,1,62,66,0,
8,2,2,2,85,4.5,1,1,79,81,0,
6.6,1,1,0,76,4.4,0,0,59,70,0,
6.7,0,2,0,74,4.2,1,1,55,68,0,
6.7,0,2,0,74,3.6,0,1,82,69,1,
7.7,1,1,1,89,4.4,0,0,55,63,0,
8.1,0,2,2,68,4.8,0,1,72,72,0,
7.6,0,1,0,66,4,0,0,61,69,0,
6.5,1,1,1,75,3.6,0,1,60,64,0,
7.5,0,1,0,72,3.9,0,1,65,70,0,
8.6,2,3,2,84,4.8,1,1,79,87,1,
7.5,0,2,0,81,4.3,1,1,63,61,0,
7.8,1,2,0,78,3.7,1,1,86,64,1,
8.3,1,3,2,85,4.7,1,1,74,78,0,
6.9,1,1,1,62,3.5,0,0,55,66,0,
6.5,1,1,2,80,4.3,0,1,70,77,0,
6.5,0,1,1,75,4.5,1,1,67,81,0,
6.9,1,1,0,76,4,0,0,55,66,1,
8.1,1,3,1,90,4.8,1,1,86,83,1,
8.4,0,2,3,90,4.3,1,1,75,84,1,
6.5,1,1,0,82,4.4,0,0,71,65,0,
7.7,1,1,0,78,3.8,0,1,55,61,0,
8.1,2,3,2,88,4.7,1,1,80,87,1,
8,0,1,0,72,4.2,0,0,67,67,0,
7.5,2,2,1,78,4.4,1,1,80,86,1,
6.9,0,1,0,72,4.4,0,0,55,57,0,
8.4,2,3,2,90,4.8,1,1,77,87,1,
7.8,1,3,2,90,4.8,1,1,80,88,1,
8,2,1,2,89,4.2,0,1,68,82,0,
6.9,1,1,0,76,3.3,0,1,71,66,0,
7.6,1,1,1,71,4.3,0,0,59,63,0,
8,1,3,2,90,4.7,1,1,76,88,1,
8.2,2,2,2,73,4.6,1,1,83,87,0,
6.7,1,1,0,79,4.1,0,1,56,70,0,
8.5,2,3,2,90,4.8,1,1,82,87,1,
6.8,1,1,0,85,4.3,0,1,86,83,1,
6.9,0,3,0,89,4.4,1,1,76,83,1,
8.6,1,3,2,90,4.8,1,1,71,87,1,
7.6,0,1,0,76,3.5,1,1,74,65,1,
8,0,3,0,90,3.8,1,0,84,80,1,
7,0,3,2,90,4.1,1,1,73,68,0,
6.5,1,2,0,76,4.3,1,1,69,73,0,
7.4,1,1,0,75,3.9,0,0,58,60,0,
8.3,1,2,3,90,4.8,1,1,75,86,1,
7.5,0,2,1,80,4.7,0,1,82,82,1,
6.7,1,1,1,66,3.5,1,0,86,69,0,
8.6,2,3,2,90,4.8,1,1,75,88,1,
8.2,1,3,2,90,4.8,1,1,80,81,1,
7.4,1,1,1,80,4.7,1,1,68,70,0,
7.5,1,1,1,73,3.6,0,1,56,62,0,
7.5,1,1,0,84,3.7,0,1,77,87,0,
7.5,0,2,1,83,4.6,0,1,55,69,0,
7.4,1,1,0,87,4.6,0,0,55,70,0,
